MonthYear,Station,Entry_Exit,Trip
2016-08,Bulli Station,Entry,4760
2016-08,Bulli Station,Exit,4210
2016-08,Bundanoon Station,Entry,350
2016-08,Bundanoon Station,Exit,180
2016-08,Burradoo Station,Entry,280
2016-08,Burradoo Station,Exit,330
2016-08,Burwood Station,Entry,470510
2016-08,Burwood Station,Exit,476080
2016-08,Cabramatta Station,Entry,225600
2016-08,Cabramatta Station,Exit,219000
2016-08,Camellia Station,Entry,2310
2016-08,Camellia Station,Exit,2640
2016-08,Campbelltown Station,Entry,148600
2016-08,Campbelltown Station,Exit,148470
2016-08,Campsie Station,Entry,218030
2016-08,Campsie Station,Exit,213230
2016-08,Canley Vale Station,Entry,70000
2016-08,Canley Vale Station,Exit,63550
2016-08,Canterbury Station,Entry,59570
2016-08,Canterbury Station,Exit,52520
2016-08,Cardiff Station,Entry,16850
2016-08,Cardiff Station,Exit,15470
2016-08,Caringbah Station,Entry,76970
2016-08,Caringbah Station,Exit,72830
2016-08,Carlingford Station,Entry,9820
2016-08,Carlingford Station,Exit,7580
2016-08,Carlton Station,Entry,75860
2016-08,Carlton Station,Exit,69480
2016-08,Carramar Station,Entry,14250
2016-08,Carramar Station,Exit,12340
2016-08,Casula Station,Entry,8070
2016-08,Casula Station,Exit,7380
2016-08,Central Station,Entry,2959280
2016-08,Central Station,Exit,3017600
2016-08,Chatswood Station,Entry,751320
2016-08,Chatswood Station,Exit,783420
2016-08,Cheltenham Station,Entry,33130
2016-08,Cheltenham Station,Exit,28370
2016-08,Chester Hill Station,Entry,28300
2016-08,Chester Hill Station,Exit,25500
2016-08,Circular Quay Station,Entry,857500
2016-08,Circular Quay Station,Exit,836120
2016-08,Civic Station,Entry,1700
2016-08,Civic Station,Exit,390
2016-08,Clarendon Station,Entry,2390
2016-08,Clarendon Station,Exit,2320
2016-08,Clyde Station,Entry,19920
2016-08,Clyde Station,Exit,20180
2016-08,Coalcliff Station,Entry,380
2016-08,Coalcliff Station,Exit,450
2016-08,Cockle Creek Station,Entry,610
2016-08,Cockle Creek Station,Exit,560
2016-08,Coledale Station,Entry,950
2016-08,Coledale Station,Exit,840
2016-08,Como Station,Entry,20830
2016-08,Como Station,Exit,17930
2016-08,Concord West Station,Entry,57190
2016-08,Concord West Station,Exit,54310
2016-08,Coniston Station,Entry,7090
2016-08,Coniston Station,Exit,6220
2016-08,Corrimal Station,Entry,4830
2016-08,Corrimal Station,Exit,4510
2016-08,Cowan Station,Entry,1830
2016-08,Cowan Station,Exit,1780
2016-08,Cringila Station,Entry,280
2016-08,Cringila Station,Exit,280
2016-08,Cronulla Station,Entry,70410
2016-08,Cronulla Station,Exit,68440
2016-08,Croydon Station,Entry,62150
2016-08,Croydon Station,Exit,56210
2016-08,Dapto Station,Entry,14430
2016-08,Dapto Station,Exit,13560
2016-08,Denistone Station,Entry,16300
2016-08,Denistone Station,Exit,14500
2016-08,Domestic Station,Entry,226780
2016-08,Domestic Station,Exit,216510
2016-08,Doonside Station,Entry,64530
2016-08,Doonside Station,Exit,57420
2016-08,Dora Creek Station,Entry,1070
2016-08,Dora Creek Station,Exit,1040
2016-08,Douglas Park Station,Entry,840
2016-08,Douglas Park Station,Exit,800
2016-08,Dulwich Hill Station,Entry,70010
2016-08,Dulwich Hill Station,Exit,62170
2016-08,Dundas Station,Entry,5670
2016-08,Dundas Station,Exit,4320
2016-08,Dungog Station,Entry,530
2016-08,Dungog Station,Exit,380
2016-08,East Hills Station,Entry,21930
2016-08,East Hills Station,Exit,19670
2016-08,East Maitland Station,Entry,730
2016-08,East Maitland Station,Exit,930
2016-08,East Richmond Station,Entry,6290
2016-08,East Richmond Station,Exit,8220
2016-08,Eastwood Station,Entry,212280
2016-08,Eastwood Station,Exit,208170
2016-08,Edgecliff Station,Entry,239430
2016-08,Edgecliff Station,Exit,229930
2016-08,Edmondson Park Station,Entry,24500
2016-08,Edmondson Park Station,Exit,22490
2016-08,Emu Plains Station,Entry,37640
2016-08,Emu Plains Station,Exit,34880
2016-08,Engadine Station,Entry,35160
2016-08,Engadine Station,Exit,33370
2016-08,Epping Station,Entry,301320
2016-08,Epping Station,Exit,300550
2016-08,Erskineville Station,Entry,71700
2016-08,Erskineville Station,Exit,64510
2016-08,Exeter Station,Entry,150
2016-08,Exeter Station,Exit,90
2016-08,Fairfield Station,Entry,181520
2016-08,Fairfield Station,Exit,174570
2016-08,Fairy Meadow Station,Entry,3400
2016-08,Fairy Meadow Station,Exit,3350
2016-08,Fassifern Station,Entry,10810
2016-08,Fassifern Station,Exit,9540
2016-08,Faulconbridge Station,Entry,3350
2016-08,Faulconbridge Station,Exit,3140
2016-08,Flemington Station,Entry,119820
2016-08,Flemington Station,Exit,112680
2016-08,Gerringong Station,Entry,1420
2016-08,Gerringong Station,Exit,1380
2016-08,Glenbrook Station,Entry,13830
2016-08,Glenbrook Station,Exit,12560
2016-08,Glenfield Station,Entry,132950
2016-08,Glenfield Station,Exit,126670
2016-08,Gordon Station,Entry,183780
2016-08,Gordon Station,Exit,176740
2016-08,Gosford Station,Entry,130800
2016-08,Gosford Station,Exit,129930
2016-08,Goulburn Station,Entry,1200
2016-08,Goulburn Station,Exit,850
2016-08,Granville Station,Entry,183110
2016-08,Granville Station,Exit,173420
2016-08,Green Square Station,Entry,249390
2016-08,Green Square Station,Exit,239260
2016-08,Greta Station,Entry,Less than 50
2016-08,Greta Station,Exit,Less than 50
2016-08,Guildford Station,Entry,71620
2016-08,Guildford Station,Exit,63470
2016-08,Gymea Station,Entry,58420
2016-08,Gymea Station,Exit,54650
2016-08,Hamilton Station,Entry,28140
2016-08,Hamilton Station,Exit,25920
2016-08,Harris Park Station,Entry,67330
2016-08,Harris Park Station,Exit,64810
2016-08,Hawkesbury River Station,Entry,6200
2016-08,Hawkesbury River Station,Exit,6090
2016-08,Hazelbrook Station,Entry,9320
2016-08,Hazelbrook Station,Exit,8930
2016-08,Heathcote Station,Entry,15400
2016-08,Heathcote Station,Exit,14460
2016-08,Helensburgh Station,Entry,15920
2016-08,Helensburgh Station,Exit,15010
2016-08,Hexham Station,Entry,230
2016-08,Hexham Station,Exit,300
2016-08,High Street Station,Entry,360
2016-08,High Street Station,Exit,450
2016-08,Hilldale Station,Entry,60
2016-08,Hilldale Station,Exit,60
2016-08,Holsworthy Station,Entry,84960
2016-08,Holsworthy Station,Exit,80740
2016-08,Homebush Station,Entry,66180
2016-08,Homebush Station,Exit,66220
2016-08,Hornsby Station,Entry,312460
2016-08,Hornsby Station,Exit,318220
2016-08,Hurlstone Park Station,Entry,37210
2016-08,Hurlstone Park Station,Exit,32670
2016-08,Hurstville Station,Entry,556310
2016-08,Hurstville Station,Exit,567270
2016-08,Ingleburn Station,Entry,85950
2016-08,Ingleburn Station,Exit,85370
2016-08,International Station,Entry,115920
2016-08,International Station,Exit,125260
2016-08,Jannali Station,Entry,69820
2016-08,Jannali Station,Exit,67070
2016-08,Katoomba Station,Entry,34190
2016-08,Katoomba Station,Exit,35590
2016-08,Kembla Grange Station,Entry,150
2016-08,Kembla Grange Station,Exit,240
2016-08,Kiama Station,Entry,13030
2016-08,Kiama Station,Exit,12400
2016-08,Killara Station,Entry,64700
2016-08,Killara Station,Exit,58730
2016-08,Kings Cross Station,Entry,441750
2016-08,Kings Cross Station,Exit,459630
2016-08,Kingsgrove Station,Entry,66330
2016-08,Kingsgrove Station,Exit,63020
2016-08,Kingswood Station,Entry,56180
2016-08,Kingswood Station,Exit,52420
2016-08,Kirrawee Station,Entry,37250
2016-08,Kirrawee Station,Exit,33340
2016-08,Kogarah Station,Entry,316090
2016-08,Kogarah Station,Exit,304450
2016-08,Koolewong Station,Entry,3140
2016-08,Koolewong Station,Exit,2500
2016-08,Kotara Station,Entry,800
2016-08,Kotara Station,Exit,850
2016-08,Lakemba Station,Entry,105020
2016-08,Lakemba Station,Exit,98160
2016-08,Lapstone Station,Entry,3940
2016-08,Lapstone Station,Exit,3520
2016-08,Lawson Station,Entry,5030
2016-08,Lawson Station,Exit,4750
2016-08,Leightonfield Station,Entry,6200
2016-08,Leightonfield Station,Exit,7150
2016-08,Leppington Station,Entry,31210
2016-08,Leppington Station,Exit,29410
2016-08,Leumeah Station,Entry,70890
2016-08,Leumeah Station,Exit,67940
2016-08,Leura Station,Entry,12340
2016-08,Leura Station,Exit,10120
2016-08,Lewisham Station,Entry,66050
2016-08,Lewisham Station,Exit,57380
2016-08,Lidcombe Station,Entry,348070
2016-08,Lidcombe Station,Exit,339430
2016-08,Linden Station,Entry,520
2016-08,Linden Station,Exit,480
2016-08,Lindfield Station,Entry,93720
2016-08,Lindfield Station,Exit,87730
2016-08,Lisarow Station,Entry,4840
2016-08,Lisarow Station,Exit,4220
2016-08,Lithgow Station,Entry,5920
2016-08,Lithgow Station,Exit,4880
2016-08,Liverpool Station,Entry,214470
2016-08,Liverpool Station,Exit,216230
2016-08,Lochinvar Station,Entry,Less than 50
2016-08,Lochinvar Station,Exit,Less than 50
2016-08,Loftus Station,Entry,14710
2016-08,Loftus Station,Exit,13630
2016-08,Lysaghts Station,Entry,Less than 50
2016-08,Lysaghts Station,Exit,Less than 50
2016-08,Macarthur Station,Entry,71410
2016-08,Macarthur Station,Exit,72200
2016-08,Macdonaldtown Station,Entry,38190
2016-08,Macdonaldtown Station,Exit,41040
2016-08,Macquarie Fields Station,Entry,28090
2016-08,Macquarie Fields Station,Exit,24210
2016-08,Macquarie Park Station,Entry,110570
2016-08,Macquarie Park Station,Exit,108620
2016-08,Macquarie University Station,Entry,316420
2016-08,Macquarie University Station,Exit,329330
2016-08,Maitland Station,Entry,8350
2016-08,Maitland Station,Exit,7680
2016-08,Marayong Station,Entry,25290
2016-08,Marayong Station,Exit,22180
2016-08,Marrickville Station,Entry,109670
2016-08,Marrickville Station,Exit,105020
2016-08,Martin Place Station,Entry,551940
2016-08,Martin Place Station,Exit,609530
2016-08,Martins Creek Station,Entry,80
2016-08,Martins Creek Station,Exit,80
2016-08,Marulan Station,Entry,90
2016-08,Marulan Station,Exit,70
2016-08,Mascot Station,Entry,302090
2016-08,Mascot Station,Exit,301240
2016-08,Meadowbank Station,Entry,112240
2016-08,Meadowbank Station,Exit,103280
2016-08,Medlow Bath Station,Entry,1260
2016-08,Medlow Bath Station,Exit,1240
2016-08,Menangle Park Station,Entry,200
2016-08,Menangle Park Station,Exit,270
2016-08,Menangle Station,Entry,220
2016-08,Menangle Station,Exit,260
2016-08,Merrylands Station,Entry,138410
2016-08,Merrylands Station,Exit,133150
2016-08,Metford Station,Entry,1730
2016-08,Metford Station,Exit,1530
2016-08,Milsons Point Station,Entry,232710
2016-08,Milsons Point Station,Exit,236210
2016-08,Mindaribba Station,Entry,Less than 50
2016-08,Mindaribba Station,Exit,Less than 50
2016-08,Minnamurra Station,Entry,2630
2016-08,Minnamurra Station,Exit,2430
2016-08,Minto Station,Entry,84870
2016-08,Minto Station,Exit,81090
2016-08,Miranda Station,Entry,97250
2016-08,Miranda Station,Exit,102390
2016-08,Mittagong Station,Entry,4120
2016-08,Mittagong Station,Exit,3680
2016-08,Morisset Station,Entry,21010
2016-08,Morisset Station,Exit,18640
2016-08,Mortdale Station,Entry,99170
2016-08,Mortdale Station,Exit,90910
2016-08,Moss Vale Station,Entry,5120
2016-08,Moss Vale Station,Exit,4420
2016-08,Mount Colah Station,Entry,12770
2016-08,Mount Colah Station,Exit,11900
2016-08,Mount Druitt Station,Entry,184250
2016-08,Mount Druitt Station,Exit,178950
2016-08,Mount Kuring-gai Station,Entry,6300
2016-08,Mount Kuring-gai Station,Exit,6020
2016-08,Mount Victoria Station,Entry,3300
2016-08,Mount Victoria Station,Exit,3480
2016-08,Mulgrave Station,Entry,8320
2016-08,Mulgrave Station,Exit,8260
2016-08,Museum Station,Entry,323050
2016-08,Museum Station,Exit,344360
2016-08,Muswellbrook Station,Entry,580
2016-08,Muswellbrook Station,Exit,420
2016-08,Narara Station,Entry,10010
2016-08,Narara Station,Exit,8050
2016-08,Narwee Station,Entry,47970
2016-08,Narwee Station,Exit,42530
2016-08,Newcastle Interchange,Entry,1010
2016-08,Newcastle Interchange,Exit,150
2016-08,Newcastle Station,Entry,1150
2016-08,Newcastle Station,Exit,450
2016-08,Newtown Station,Entry,244970
2016-08,Newtown Station,Exit,261360
2016-08,Niagara Park Station,Entry,3500
2016-08,Niagara Park Station,Exit,3060
2016-08,Normanhurst Station,Entry,42960
2016-08,Normanhurst Station,Exit,35150
2016-08,North Ryde Station,Entry,51860
2016-08,North Ryde Station,Exit,53300
2016-08,North Strathfield Station,Entry,68550
2016-08,North Strathfield Station,Exit,65560
2016-08,North Sydney Station,Entry,750910
2016-08,North Sydney Station,Exit,776440
2016-08,North Wollongong Station,Entry,50420
2016-08,North Wollongong Station,Exit,49590
2016-08,Oak Flats Station,Entry,12010
2016-08,Oak Flats Station,Exit,10830
2016-08,Oatley Station,Entry,53770
2016-08,Oatley Station,Exit,50210
2016-08,Olympic Park Station,Entry,98000
2016-08,Olympic Park Station,Exit,107230
2016-08,Otford Station,Entry,1740
2016-08,Otford Station,Exit,1660
2016-08,Ourimbah Station,Entry,8780
2016-08,Ourimbah Station,Exit,8650
2016-08,Padstow Station,Entry,106940
2016-08,Padstow Station,Exit,100300
2016-08,Panania Station,Entry,38480
2016-08,Panania Station,Exit,35150
2016-08,Parramatta Station,Entry,929540
2016-08,Parramatta Station,Exit,967880
2016-08,Paterson Station,Entry,130
2016-08,Paterson Station,Exit,100
2016-08,Pendle Hill Station,Entry,80580
2016-08,Pendle Hill Station,Exit,73710
2016-08,Pennant Hills Station,Entry,83180
2016-08,Pennant Hills Station,Exit,85410
2016-08,Penrith Station,Entry,182310
2016-08,Penrith Station,Exit,185860
2016-08,Penrose Station,Entry,Less than 50
2016-08,Penrose Station,Exit,Less than 50
2016-08,Penshurst Station,Entry,88620
2016-08,Penshurst Station,Exit,78310
2016-08,Petersham Station,Entry,87510
2016-08,Petersham Station,Exit,84100
2016-08,Picton Station,Entry,5410
2016-08,Picton Station,Exit,4470
2016-08,Point Clare Station,Entry,5740
2016-08,Point Clare Station,Exit,4890
2016-08,Port Kembla North Station,Entry,260
2016-08,Port Kembla North Station,Exit,270
2016-08,Port Kembla Station,Entry,1840
2016-08,Port Kembla Station,Exit,1530
2016-08,Punchbowl Station,Entry,72360
2016-08,Punchbowl Station,Exit,68150
2016-08,Pymble Station,Entry,67120
2016-08,Pymble Station,Exit,59240
2016-08,Quakers Hill Station,Entry,82150
2016-08,Quakers Hill Station,Exit,72640
2016-08,Redfern Station,Entry,680140
2016-08,Redfern Station,Exit,728180
2016-08,Regents Park Station,Entry,31430
2016-08,Regents Park Station,Exit,30340
2016-08,Revesby Station,Entry,108620
2016-08,Revesby Station,Exit,104930
2016-08,Rhodes Station,Entry,231020
2016-08,Rhodes Station,Exit,221670
2016-08,Richmond Station,Entry,22000
2016-08,Richmond Station,Exit,19550
2016-08,Riverstone Station,Entry,19170
2016-08,Riverstone Station,Exit,17110
2016-08,Riverwood Station,Entry,114890
2016-08,Riverwood Station,Exit,106550
2016-08,Rockdale Station,Entry,286330
2016-08,Rockdale Station,Exit,275360
2016-08,Rooty Hill Station,Entry,71090
2016-08,Rooty Hill Station,Exit,67210
2016-08,Rosehill Station,Entry,8910
2016-08,Rosehill Station,Exit,8990
2016-08,Roseville Station,Entry,75040
2016-08,Roseville Station,Exit,68790
2016-08,Rydalmere Station,Entry,3980
2016-08,Rydalmere Station,Exit,5030
2016-08,Sandgate Station,Entry,350
2016-08,Sandgate Station,Exit,250
2016-08,Scarborough Station,Entry,520
2016-08,Scarborough Station,Exit,470
2016-08,Schofields Station,Entry,31570
2016-08,Schofields Station,Exit,30340
2016-08,Scone Station,Entry,270
2016-08,Scone Station,Exit,150
2016-08,Sefton Station,Entry,17590
2016-08,Sefton Station,Exit,14000
2016-08,Seven Hills Station,Entry,161880
2016-08,Seven Hills Station,Exit,156910
2016-08,Shellharbour Junction Station,Entry,3810
2016-08,Shellharbour Junction Station,Exit,3820
2016-08,Singleton Station,Entry,670
2016-08,Singleton Station,Exit,580
2016-08,Springwood Station,Entry,32410
2016-08,Springwood Station,Exit,30900
2016-08,St James Station,Entry,270600
2016-08,St James Station,Exit,281860
2016-08,St Leonards Station,Entry,446810
2016-08,St Leonards Station,Exit,449110
2016-08,St Marys Station,Entry,106180
2016-08,St Marys Station,Exit,103020
2016-08,St Peters Station,Entry,102950
2016-08,St Peters Station,Exit,91010
2016-08,Stanmore Station,Entry,98860
2016-08,Stanmore Station,Exit,87430
2016-08,Stanwell Park Station,Entry,1890
2016-08,Stanwell Park Station,Exit,1790
2016-08,Strathfield Station,Entry,636160
2016-08,Strathfield Station,Exit,622770
2016-08,Summer Hill Station,Entry,98380
2016-08,Summer Hill Station,Exit,90290
2016-08,Sutherland Station,Entry,191870
2016-08,Sutherland Station,Exit,185920
2016-08,Sydenham Station,Entry,165130
2016-08,Sydenham Station,Exit,155960
2016-08,Tahmoor Station,Entry,4070
2016-08,Tahmoor Station,Exit,3670
2016-08,Tallong Station,Entry,70
2016-08,Tallong Station,Exit,Less than 50
2016-08,Tarro Station,Entry,150
2016-08,Tarro Station,Exit,120
2016-08,Tascott Station,Entry,4540
2016-08,Tascott Station,Exit,3990
2016-08,Telarah Station,Entry,3000
2016-08,Telarah Station,Exit,2250
2016-08,Telopea Station,Entry,7790
2016-08,Telopea Station,Exit,6080
2016-08,Tempe Station,Entry,38660
2016-08,Tempe Station,Exit,36720
2016-08,Teralba Station,Entry,760
2016-08,Teralba Station,Exit,600
2016-08,Thirroul Station,Entry,26870
2016-08,Thirroul Station,Exit,24910
2016-08,Thornleigh Station,Entry,52200
2016-08,Thornleigh Station,Exit,50480
2016-08,Thornton Station,Entry,4210
2016-08,Thornton Station,Exit,3570
2016-08,Toongabbie Station,Entry,63910
2016-08,Toongabbie Station,Exit,59530
2016-08,Town Hall Station,Entry,2830120
2016-08,Town Hall Station,Exit,2828270
2016-08,Towradgi Station,Entry,2210
2016-08,Towradgi Station,Exit,2030
2016-08,Tuggerah Station,Entry,34210
2016-08,Tuggerah Station,Exit,33210
2016-08,Turramurra Station,Entry,107300
2016-08,Turramurra Station,Exit,102730
2016-08,Turrella Station,Entry,33140
2016-08,Turrella Station,Exit,29870
2016-08,Unanderra Station,Entry,12120
2016-08,Unanderra Station,Exit,11340
2016-08,Valley Heights Station,Entry,2110
2016-08,Valley Heights Station,Exit,1870
2016-08,Victoria Street Station,Entry,6910
2016-08,Victoria Street Station,Exit,5870
2016-08,Villawood Station,Entry,13880
2016-08,Villawood Station,Exit,12300
2016-08,Vineyard Station,Entry,2540
2016-08,Vineyard Station,Exit,2450
2016-08,Wahroonga Station,Entry,52380
